Source	IslandID	TaxonOrig	GenusL69	SpeciesL69	SubspL69	SpeciesID	SubspID	Sex	Plumage	BodyL	WingL	TailL	BeakW	BeakH	LBeakL	UBeakL	N-UBkL	TarsusL	MToeL
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.7		15.8	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11		14.8	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11		14.9	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			10.2		15.5	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			14.8		18.5	13.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			66			11.6		16.2	11.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			12.2		16.2	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69					16.5	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			12.4		15	10.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			12		17	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.9		15.1	11.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			65			10.4		14.8	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.9		16.2	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			12.5		16.7	11.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			11.6		16	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			72					16			
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.5		17			
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70					16.3			
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			10.9		15.4	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			12.3		15.8	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			12.5		16.7	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			72			12.1		17	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68								
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			12.5		16.8	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			13.5		18.1	12.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.8		15.9	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			11.9		17.7	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			10.9		15.3	10.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.5		15.1	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			66			10.8		15.1	10.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68					15.1	10.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.8		15.9	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			12		16.6	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			66			10.2		14.7	10.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			12.5		16.6	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.1		14.9	10.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			74					16.8	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71			11.3		15.3	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.2		14.4	10.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			72					16.9	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			10.4		15.3	10.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.4		16.6	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			14.8		18.2	12.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			12		16.4	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			73					17.5	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.5		15.4	10.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			10.8		16	11.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			12.3		17.4	12.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			78			14.3		18.9	13.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70					16	11.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67					15.9	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			65					14.9	10.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			72			14.8		19.4	13.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			65			11		15.4	10.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11		15.4	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			11.6		15.4	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			11		15.2	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			10.8		15.2	10.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			12		16.3	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.5		15.4	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.1		14.2	10.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			73			12.4		16.9	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			10.8		15.1	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.5		15.1	10.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.8		16.8	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			11.8		16.1	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			11.6		15.1	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.9		16.1	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			12.6		16.6	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			65			11.2		15.3	10.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.5		15.4	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71					18	12.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71			11.9		16	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71			11.9		17	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.5		16.5	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70					16	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			73					17.3	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			10.8		16	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			75					19	13.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			12.2		17	12.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			73			14		18.1	12.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			66			11.2		14.5	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			12.2		16.1	11.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71			12.1		17.1	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.3		15.7	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			12.5		16.6	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71			12.7		16.4	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11		15.1	10.3		
Lack CAS	Grd_FlCh	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		72			11.9		16.5	11.7		
Lack CAS	Grd_FlCh	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		76			15.2		19	13.3		
Lack CAS	Grd_FlCh	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		72			13.4		17.8	12		
Lack CAS	Grd_FlCh	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			12		15.7	10.7		
Lack CAS	Grd_FlCh	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			11.5		16.5	11.7		
Lack CAS	Grd_FlCh	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			11.5		15.5	10.7		
Lack CAS	Grd_FlCh	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.9		15.4	11		
Lack CAS	Cmp	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12		16.9	11.3		
Lack CAS	Cmp	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		76			13		18.7	13.1		
Lack CAS	Cmp	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.4		15.7	10.9		
Lack CAS	Flor_Chrl	Geospiza brevirostris	Uncertain			Uncertain	Uncertain	M	P. black		69			11.6		18.8	13.2		
Lack CAS	SCru_Inde	Geospiza brevirostris	Uncertain			Uncertain	Uncertain	F			73			15.4		19	13.4		
Lack CAS	Grd_FlCh	Geospiza conirostris conirostris	Geospiza	conirostris	uncertain	Geo.con	Geo.con.unc	M	Juv.		70			14.3		19.3	13.5		
Lack CAS	Wlf_Wnm	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		60					12	8.7		
Lack CAS	Wlf_Wnm	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			60			8.3		13.3	8.9		
Lack CAS	Wlf_Wnm	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			60			7.8		12.1	7.9		
Lack CAS	Wlf_Wnm	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			58			7.8		11.9	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		60					12	8.1		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		61			7.3		11.8	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		60			8		12.4	8.4		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		58			8.1		11.3	7.5		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		57			8.5		12.3	8.6		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		58			8.2		12.7	8.6		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		59			7.7		11.9	7.9		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		64			7.5		12	7.9		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		60			7.5		12.4	8.3		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		59			7.9		11.7	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		59			7.8		12	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		57			7.9		12	8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		60			7.4		12	8.1		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		59			7.9		12.3	8.1		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		59					12.9	8.6		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		60			7.9		12.1	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		60					12	8.3		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		60			8.5		13	9.1		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		58			7.7		10.9	8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		60			7.4		12.1	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		60			8		11.5	7.7		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		58			7.4		12	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		57			6.9		12	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		59			7.2		12.2	8.1		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		59			7.2		11.1	7.7		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		57			6.7		11.3	7.9		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		57			7.5		12.3	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		60			7.9		12.6	8.9		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		59			7.3		12.8	8.8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		56			7.2		11.7	7.7		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		60			8.2		12.1	8.3		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		56			7		11.5	7.5		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		61			8		13	8.9		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		60			7.8		12.5	8.8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		59					13.1	9.1		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			56			7.5		12	8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			58			7.2		12.1	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			56					10.8	7.3		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			58					11.4	7.6		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57			7.2		12.2	8.2		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			60					12.3	8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			60			7.7		11.1	7.6		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			56					12.2	8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			61			7.7		12	7.9		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			58			7.9		12	8.1		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			58			7.4		12	8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			59			8.1		12.7	8.6		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			56			7.5		12.9	8.5		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57			7.3		12.1	7.6		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			59			7.3		12.1	8.3		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			55			7.4		11.9	7.8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57			7.3		11.9	8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			59			8		11.9	8		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			59			8.2		12.6	8.5		
Lack CAS	Pnt_Abng	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			58			8.4		12.3	7.6		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		61			7.2		11.7	7.8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		59			7.3		12.6	8.7		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		60					11.8	8.1		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		58			7.4		12.5	8.4		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		56			7.1		11.5	7.9		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		56			7.7		12.1	8.5		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		58			6.8		11.8	8.2		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		61					12	8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		61						8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		59					11.2	7.6		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		60			7.6		12.2	8.3		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		60					12.5	8.3		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		56			7.3		11.7	8.1		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		58			7.7		12.4	8.5		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		56			6.7		11.4	8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	P. black		58			8		11.7	8.1		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		60			7.8		12	8.1		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Juv.		58			7.3		11.6	7.9		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			55			7.5		11.7	8.2		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57			7		11.3	7.7		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			58			7		12	7.8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			55						8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			56			7		12.2	8.1		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57						7.6		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			59					11.6	7.8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57			7.1		11.6	7.2		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57					12.1	7.6		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			58			7.2		11.6	7.8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			59					12.1	8.2		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			56			7.1		11.7	8.1		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			55			7.2		11.4	8		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57			6.9		11.6	7.6		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			57			7		11.9	8.1		
Lack CAS	Mrch_Bndl	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	F			55			7		12.1	7.8		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		64			8.1		12.5	8.4		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		65			8.1		13	8.7		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		64			8		12.2	8.3		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		63			7.4		12.4	8.7		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		63			8.1		12.2	8.1		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		64			8.3		13	8.4		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		64			8.1		13.5	9.1		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		63			8		12.6	8.3		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black		64					12	8.2		
Lack CAS	Snti_Jams	Geospiza fuliginosa	Geospiza	fuliginosa		Geo.ful	Geo.ful	M	Black					8.3		12.5	8.5		
